post_id,platform,post_type,post_time,caption,hashtags,likes,comments,shares,caption_length,num_hashtags,post_hour,post_day,sentiment_score,user name ,followers
191,Instagram,image,2023-06-04 15:15,Just another day.,"#Foodie, #Beauty",5000,271,601,17,2,15,Sunday,neutral,carlow5a,8510
192,Facebook,carousel,2023-02-08 03:00,What do you think?,#Events,2112,402,610,18,1,3,Wednesday,neutral,mblandamore5b,40766
193,Twitter,text,2023-11-01 00:00,Disappointed but moving on.,#Entertainment,361,87,86,27,1,0,Wednesday,negative,vskeemor5c,18586
194,Twitter,carousel,2023-03-03 03:00,What do you think?,"#Entertainment, #Sports, #Politics",55,112,366,18,3,3,Friday,neutral,sratazzi5d,13834
195,Twitter,image,2023-10-14 01:45,Could be better.,"#Memes, #Sports",2210,104,291,16,2,1,Saturday,negative,oroscrigg5e,47794
196,Instagram,carousel,2023-01-31 06:45,Could be better.,"#Beauty, #InstaDaily",4548,181,200,16,2,6,Tuesday,negative,chouston5f,44831
197,Instagram,image,2023-12-26 23:30,Here's a quick update.,#Foodie,540,348,660,22,1,23,Tuesday,neutral,pdoe5g,24479
198,Instagram,poll,2023-10-05 01:15,Could be better.,#Photography,3794,183,746,16,1,1,Thursday,negative,bfackrell5h,21323
199,Facebook,text,2023-09-01 02:30,Just another day.,"#Social, #Friends, #Family",1329,34,887,17,3,2,Friday,neutral,rpenlington5i,33453
200,Instagram,image,2023-12-03 04:15,Loving this new vibe! 😍,"#Tech, #Beauty, #Travel",1052,335,360,23,3,4,Sunday,positive,rbrettoner5j,9082
201,Twitter,poll,2023-04-03 19:30,Could be better.,"#Trending, #Memes, #Sports",22,43,200,16,3,19,Monday,negative,pspore5k,19417
202,Instagram,image,2023-05-19 15:15,Just another day.,#Tech,521,87,890,17,1,15,Friday,neutral,tzebedee5l,5196
203,Twitter,poll,2023-04-08 12:00,Disappointed but moving on.,"#Tech, #Trending",3496,126,200,27,2,12,Saturday,negative,mtorry5m,14192
204,Twitter,video,2023-12-12 12:45,Disappointed but moving on.,"#Trending, #Politics",1765,43,33,27,2,12,Tuesday,negative,mbinner5n,4316
205,Twitter,image,2023-12-30 08:00,Could be better.,"#Memes, #Entertainment",1500,180,36,16,2,8,Saturday,negative,cbowe5o,10661
206,Twitter,carousel,2023-11-24 15:15,Best day ever! 🎉,"#Memes, #Tech",930,46,17,16,2,15,Friday,positive,csayce5p,9391
207,Instagram,video,2023-09-16 16:30,Exciting news! 🚀,"#Beauty, #InstaDaily",1370,331,169,16,2,16,Saturday,positive,epashbee5q,33814
208,Instagram,text,2023-11-05 11:30,Could be better.,"#Travel, #Beauty, #Foodie",703,433,207,16,3,11,Sunday,negative,esoles5r,18498
209,Facebook,text,2023-01-03 20:30,Disappointed but moving on.,"#Marketing, #Community, #Social",2983,103,93,27,3,20,Tuesday,negative,molphert5s,3841
210,Twitter,carousel,2023-06-02 19:15,Exciting news! 🚀,#News,1170,11,378,16,1,19,Friday,positive,rcheesman5t,17331
211,Twitter,poll,2023-03-05 22:15,Loving this new vibe! 😍,"#Politics, #Entertainment, #Trending",2379,219,7,23,3,22,Sunday,positive,igeffinger5u,39862
212,Twitter,carousel,2023-05-23 17:15,Just another day.,"#News, #Entertainment",1784,37,357,17,2,17,Tuesday,neutral,gfardon5v,43836
213,Instagram,text,2023-07-22 19:00,Amazing experience! 🌟,#Fitness,2367,278,612,21,1,19,Saturday,positive,mmcewan5w,6896
214,Instagram,carousel,2023-03-24 09:15,Just another day.,#Fashion,424,191,583,17,1,9,Friday,neutral,rparram5x,37283
215,Facebook,poll,2023-12-06 18:15,Amazing experience! 🌟,"#Family, #Social",2268,144,825,21,2,18,Wednesday,positive,kcarmel5y,27670
216,Instagram,poll,2023-06-27 21:30,What do you think?,"#InstaDaily, #Tech",2879,276,301,18,2,21,Tuesday,neutral,mhanington5z,7310
217,Facebook,poll,2023-04-21 21:45,Disappointed but moving on.,"#Social, #Events",3940,117,786,27,2,21,Friday,negative,mdarlaston60,14892
218,Instagram,poll,2023-05-31 19:45,Best day ever! 🎉,#Foodie,4210,198,729,16,1,19,Wednesday,positive,wprover61,3070
219,Twitter,poll,2023-11-21 12:00,Exciting news! 🚀,#Memes,1377,192,65,16,1,12,Tuesday,positive,bkippax62,16864
220,Twitter,image,2023-07-27 13:30,Not my best day. 😞,#Trending,180,50,283,18,1,13,Thursday,negative,ayerrell63,27038
221,Facebook,image,2023-06-05 04:15,Loving this new vibe! 😍,#Friends,4871,388,40,23,1,4,Monday,positive,dmateev64,40759
222,Facebook,text,2023-10-05 22:30,Could be better.,"#Community, #Family, #Marketing",1635,372,940,16,3,22,Thursday,negative,dlisamore65,49957
223,Instagram,text,2023-12-29 01:30,Disappointed but moving on.,"#Photography, #InstaDaily, #Travel",1579,90,908,27,3,1,Friday,negative,shurich66,48818
224,Facebook,poll,2023-03-28 01:30,"New post, check it out!","#Marketing, #Friends",4942,233,94,23,2,1,Tuesday,neutral,vkellington67,5783
225,Facebook,video,2023-08-23 22:15,Feeling down today.,"#Events, #Social, #Friends",104,170,97,19,3,22,Wednesday,negative,bgodbolt68,43518
226,Facebook,video,2023-07-21 10:00,Exciting news! 🚀,#Social,5000,10,95,16,1,10,Friday,positive,ghannigan69,19655
227,Twitter,image,2023-07-17 07:15,Not my best day. 😞,"#Politics, #News, #Memes",446,117,470,18,3,7,Monday,negative,reastmead6a,6458
228,Twitter,text,2023-09-12 08:45,Just another day.,#Trending,21,44,46,17,1,8,Tuesday,neutral,hharriday6b,19400
229,Instagram,poll,2023-06-30 06:30,What do you think?,#Fashion,958,104,686,18,1,6,Friday,neutral,slebel6c,13152
230,Instagram,carousel,2023-09-24 09:00,Could be better.,"#Photography, #Fashion, #Foodie",4990,82,43,16,3,9,Sunday,negative,rmoakson6d,48285
231,Instagram,text,2023-01-19 16:45,"New post, check it out!","#Fitness, #Travel, #Tech",834,246,667,23,3,16,Thursday,neutral,bmayston6e,23613
232,Twitter,text,2023-02-26 14:30,Could be better.,"#News, #Tech",1291,164,224,16,2,14,Sunday,negative,dguice6f,8074
233,Facebook,video,2023-08-19 10:30,Here's a quick update.,"#Friends, #Events, #Marketing",3404,330,16,22,3,10,Saturday,neutral,rbaggally6g,47614
234,Twitter,video,2023-05-29 05:00,What do you think?,"#Politics, #Entertainment",854,171,41,18,2,5,Monday,neutral,rdurbin6h,9374
235,Twitter,video,2023-05-26 20:15,Amazing experience! 🌟,#Memes,4222,211,184,21,1,20,Friday,positive,tinglis6i,34201
236,Instagram,text,2023-01-18 23:45,Disappointed but moving on.,#Beauty,445,174,994,27,1,23,Wednesday,negative,kpocke6j,5666
237,Facebook,text,2023-08-17 03:00,Here's a quick update.,"#Friends, #Social, #Events",1143,56,815,22,3,3,Thursday,neutral,ljira6k,35654
238,Facebook,poll,2023-02-15 15:45,Could be better.,"#Family, #Marketing, #Events",4685,73,838,16,3,15,Wednesday,negative,rollington6l,35833
239,Facebook,carousel,2023-05-22 09:00,Just another day.,#Events,80,458,75,17,1,9,Monday,neutral,gblaycock6m,33606
240,Facebook,poll,2023-02-21 11:00,Disappointed but moving on.,#Community,3283,467,997,27,1,11,Tuesday,negative,garonowitz6n,20564
241,Facebook,text,2023-12-12 10:30,Not my best day. 😞,"#Family, #Events",79,320,892,18,2,10,Tuesday,negative,cmableson6o,35080
242,Instagram,poll,2023-08-31 21:30,Best day ever! 🎉,"#InstaDaily, #Fashion",1168,20,832,16,2,21,Thursday,positive,dleroux6p,28055
243,Twitter,video,2023-08-20 17:00,Loving this new vibe! 😍,"#News, #Entertainment",2733,26,424,23,2,17,Sunday,positive,opietrowicz6q,7985
244,Instagram,poll,2023-10-11 04:15,Best day ever! 🎉,#Beauty,3668,133,894,16,1,4,Wednesday,positive,ikesper6r,27583
245,Twitter,poll,2023-07-02 17:45,Not my best day. 😞,#Trending,3168,27,362,18,1,17,Sunday,negative,hseebert6s,25891
246,Instagram,image,2023-11-24 12:15,Exciting news! 🚀,#Travel,78,144,422,16,1,12,Friday,positive,speat6t,43247
247,Instagram,video,2023-06-13 01:30,Disappointed but moving on.,#Fitness,1294,170,490,27,1,1,Tuesday,negative,ailyin6u,31122
248,Twitter,poll,2023-01-18 12:45,Here's a quick update.,"#Trending, #Entertainment, #Sports",2054,213,349,22,3,12,Wednesday,neutral,ljickles6v,17844
249,Instagram,carousel,2023-01-21 17:45,Here's a quick update.,#Tech,1630,500,731,22,1,17,Saturday,neutral,dtuftin6w,22896
250,Instagram,poll,2023-03-14 03:30,Loving this new vibe! 😍,"#Travel, #Fitness",4599,172,890,23,2,3,Tuesday,positive,tmargram6x,24071
251,Facebook,text,2023-09-20 13:30,Just another day.,"#Social, #Community",251,277,270,17,2,13,Wednesday,neutral,jvillalta6y,44227
252,Instagram,image,2023-11-19 19:00,Disappointed but moving on.,"#Tech, #Beauty, #Fitness",3711,55,581,27,3,19,Sunday,negative,boldham6z,29074
253,Twitter,poll,2023-02-16 17:15,Not my best day. 😞,"#Tech, #Trending, #Sports",2219,94,109,18,3,17,Thursday,negative,nmeadus70,36250
254,Twitter,carousel,2023-01-01 21:30,Not my best day. 😞,#Memes,2702,22,225,18,1,21,Sunday,negative,mcamili71,47334
255,Twitter,poll,2023-07-16 07:45,Disappointed but moving on.,#Sports,1010,133,61,27,1,7,Sunday,negative,ccornock72,25504
256,Instagram,poll,2023-06-30 07:00,Not my best day. 😞,#Fashion,4549,476,881,18,1,7,Friday,negative,tduffyn73,3790
257,Facebook,video,2023-02-10 08:30,Loving this new vibe! 😍,#Community,4452,425,158,23,1,8,Friday,positive,acavell74,41284
258,Facebook,video,2023-02-01 12:45,Exciting news! 🚀,"#Friends, #Social",5000,237,341,16,2,12,Wednesday,positive,kbradd75,36744
259,Twitter,image,2023-09-09 17:30,What do you think?,"#Sports, #Politics, #Trending",578,185,90,18,3,17,Saturday,neutral,jscurrey76,5498
260,Facebook,image,2023-07-02 03:00,Best day ever! 🎉,"#Marketing, #Family",4784,475,442,16,2,3,Sunday,positive,jben77,21935
261,Instagram,video,2023-02-21 05:00,Amazing experience! 🌟,"#Travel, #Fitness",2459,500,115,21,2,5,Tuesday,positive,amccane78,36674
262,Instagram,text,2023-02-06 09:45,Loving this new vibe! 😍,"#Fashion, #Fitness, #InstaDaily",1343,88,713,23,3,9,Monday,positive,cstockdale79,31400
263,Instagram,carousel,2023-06-08 23:15,Feeling down today.,"#Tech, #Foodie, #Beauty",4218,360,268,19,3,23,Thursday,negative,kloughrey7a,44162
264,Instagram,image,2023-10-02 08:45,Just another day.,#Foodie,3086,389,702,17,1,8,Monday,neutral,jdonisi7b,36808
265,Instagram,text,2023-01-26 15:45,Here's a quick update.,"#Foodie, #Fitness, #Tech",184,252,273,22,3,15,Thursday,neutral,rmaccrann7c,40010
266,Facebook,text,2023-07-17 09:15,Not my best day. 😞,"#Events, #Marketing",860,162,685,18,2,9,Monday,negative,cfielding7d,17799
267,Facebook,text,2023-02-01 21:00,Amazing experience! 🌟,#Marketing,927,46,972,21,1,21,Wednesday,positive,dbrodway7e,13511
268,Facebook,carousel,2023-10-28 00:30,Here's a quick update.,#Family,2067,23,921,22,1,0,Saturday,neutral,aeastridge7f,24136
269,Twitter,text,2023-04-04 09:45,Exciting news! 🚀,"#Tech, #News, #Memes",202,141,130,16,3,9,Tuesday,positive,gsaiens7g,16528
270,Facebook,image,2023-02-18 09:45,Amazing experience! 🌟,"#Social, #Friends",3436,479,426,21,2,9,Saturday,positive,dtruran7h,23295
271,Instagram,text,2023-08-26 06:30,Feeling down today.,"#Photography, #Fitness",1639,125,383,19,2,6,Saturday,negative,cschust7i,4562
272,Facebook,poll,2023-08-10 10:15,Amazing experience! 🌟,"#Family, #Social, #Events",3617,131,515,21,3,10,Thursday,positive,dwinram7j,16412
273,Instagram,video,2023-03-06 10:45,"New post, check it out!","#Foodie, #Photography",5000,500,152,23,2,10,Monday,neutral,aisard7k,16592
274,Instagram,video,2023-03-02 02:30,Exciting news! 🚀,#Foodie,577,334,214,16,1,2,Thursday,positive,sdyne7l,42743
275,Instagram,poll,2023-01-21 16:45,Feeling down today.,#Beauty,567,403,583,19,1,16,Saturday,negative,ywestbrook7m,42214
276,Facebook,image,2023-12-11 12:30,What do you think?,"#Family, #Marketing",1124,241,907,18,2,12,Monday,neutral,lpedreschi7n,14386
277,Facebook,text,2023-02-09 07:15,Just another day.,"#Friends, #Events",905,176,370,17,2,7,Thursday,neutral,educkels7o,43815
278,Instagram,poll,2023-03-08 18:45,Amazing experience! 🌟,#Tech,3234,414,54,21,1,18,Wednesday,positive,agateley7p,8497
279,Instagram,text,2023-07-17 11:00,Amazing experience! 🌟,"#Foodie, #Fitness",1839,362,578,21,2,11,Monday,positive,lcrossthwaite7q,46452
280,Facebook,text,2023-05-14 03:30,Here's a quick update.,"#Events, #Friends, #Social",2335,338,20,22,3,3,Sunday,neutral,kterren7r,17189
281,Instagram,poll,2023-04-21 14:30,Feeling down today.,"#Foodie, #Photography, #InstaDaily",1881,127,541,19,3,14,Friday,negative,wdonisi7s,8452
282,Twitter,text,2023-03-16 16:45,Just another day.,"#Entertainment, #News, #Politics",1937,42,397,17,3,16,Thursday,neutral,kwoodard7t,30634
283,Twitter,carousel,2023-06-10 15:15,Not my best day. 😞,#Entertainment,57,145,68,18,1,15,Saturday,negative,ivasilyonok7u,16647
284,Instagram,poll,2023-02-10 01:00,Exciting news! 🚀,"#Foodie, #Photography, #Travel",3864,354,907,16,3,1,Friday,positive,ecornew7v,38428
285,Facebook,text,2023-07-20 07:00,Just another day.,#Community,36,381,139,17,1,7,Thursday,neutral,emohammad7w,1146
286,Facebook,image,2023-12-28 10:15,What do you think?,#Marketing,2008,379,72,18,1,10,Thursday,neutral,tquinnette7x,33055
287,Instagram,poll,2023-10-28 12:45,Loving this new vibe! 😍,#Photography,2508,246,859,23,1,12,Saturday,positive,sskehan7y,16834
288,Twitter,text,2023-05-08 04:45,Amazing experience! 🌟,#Politics,542,86,141,21,1,4,Monday,positive,pgillhespy7z,3319
289,Instagram,text,2023-03-15 09:30,Feeling down today.,#Tech,1113,328,905,19,1,9,Wednesday,negative,kmasdon80,6173
290,Facebook,image,2023-12-15 12:30,Not my best day. 😞,"#Community, #Social, #Friends",5000,232,128,18,3,12,Friday,negative,sfrizell81,38055
291,Facebook,text,2023-07-17 23:00,Feeling down today.,#Marketing,1232,54,201,19,1,23,Monday,negative,sferon82,30073
292,Facebook,poll,2023-09-01 08:45,What do you think?,"#Family, #Social",4549,229,834,18,2,8,Friday,neutral,jtuckerman83,19595
293,Facebook,carousel,2023-11-26 08:00,Feeling down today.,#Marketing,1570,500,763,19,1,8,Sunday,negative,cforsard84,48913
294,Instagram,text,2023-11-25 03:30,Feeling down today.,#Photography,838,186,941,19,1,3,Saturday,negative,bbraundt85,16570
295,Facebook,poll,2023-02-17 13:00,Amazing experience! 🌟,"#Family, #Marketing",1582,445,392,21,2,13,Friday,positive,hjerrolt86,36070
296,Instagram,poll,2023-01-29 14:45,Loving this new vibe! 😍,"#Fitness, #Travel, #Tech",3706,374,185,23,3,14,Sunday,positive,proskilly87,1334
297,Twitter,image,2023-01-02 21:30,Best day ever! 🎉,#Sports,376,131,87,16,1,21,Monday,positive,ailyenko88,22257
298,Instagram,text,2023-05-17 02:00,Best day ever! 🎉,"#Travel, #Beauty",576,285,806,16,2,2,Wednesday,positive,aramey89,20826
299,Instagram,image,2023-10-08 13:00,"New post, check it out!","#Beauty, #Photography, #Foodie",1675,336,260,23,3,13,Sunday,neutral,bmadgett8a,20956
300,Facebook,poll,2023-01-02 03:15,Not my best day. 😞,#Family,1379,328,29,18,1,3,Monday,negative,cepton8b,26696
301,Facebook,image,2023-07-07 07:00,Here's a quick update.,#Events,4186,347,765,22,1,7,Friday,neutral,strewhitt8c,36591
302,Instagram,poll,2023-12-21 07:30,Exciting news! 🚀,"#Photography, #Fitness, #Beauty",2184,304,777,16,3,7,Thursday,positive,rlynnett8d,3258
303,Facebook,carousel,2023-04-29 16:30,Could be better.,"#Family, #Social",544,381,236,16,2,16,Saturday,negative,srogans8e,47404
304,Instagram,image,2023-10-26 23:15,Disappointed but moving on.,"#Travel, #Fashion",3851,226,884,27,2,23,Thursday,negative,cnewdick8f,18416
305,Instagram,carousel,2023-06-27 21:45,Not my best day. 😞,"#Tech, #Travel",3301,295,982,18,2,21,Tuesday,negative,nisherwood8g,5665
306,Twitter,video,2023-06-22 13:30,Feeling down today.,"#News, #Entertainment, #Politics",387,225,4,19,3,13,Thursday,negative,mferrillio8h,3464
307,Twitter,carousel,2023-12-27 17:15,Disappointed but moving on.,"#Politics, #News",626,39,233,27,2,17,Wednesday,negative,dalp8i,43636
308,Facebook,carousel,2023-08-25 03:15,Loving this new vibe! 😍,"#Friends, #Family, #Community",2786,144,273,23,3,3,Friday,positive,rgheeorghie8j,49415
309,Twitter,poll,2023-08-20 06:00,Loving this new vibe! 😍,#Entertainment,1294,150,198,23,1,6,Sunday,positive,cbalden8k,12040
310,Facebook,video,2023-01-31 18:15,Here's a quick update.,#Marketing,3958,355,978,22,1,18,Tuesday,neutral,bgascar8l,27578
311,Instagram,poll,2023-08-27 17:15,Loving this new vibe! 😍,"#Tech, #Foodie",3973,432,961,23,2,17,Sunday,positive,rtimothy8m,8312
312,Facebook,image,2023-03-28 20:00,Here's a quick update.,"#Friends, #Community",360,500,833,22,2,20,Tuesday,neutral,jlinskill8n,48978
313,Twitter,carousel,2023-09-20 18:00,Loving this new vibe! 😍,"#Politics, #Trending, #Memes",1744,246,119,23,3,18,Wednesday,positive,cbertolin8o,44111
314,Instagram,image,2023-01-06 03:15,Loving this new vibe! 😍,"#Fashion, #InstaDaily, #Photography",1477,500,74,23,3,3,Friday,positive,lsilverton8p,35060
315,Facebook,video,2023-06-03 02:15,Amazing experience! 🌟,"#Events, #Community, #Family",3246,500,549,21,3,2,Saturday,positive,gstickel8q,44961
316,Facebook,image,2023-11-13 07:45,"New post, check it out!","#Community, #Friends, #Marketing",3267,238,307,23,3,7,Monday,neutral,ntrethewey8r,10705
317,Twitter,image,2023-09-09 22:15,Disappointed but moving on.,"#Sports, #Tech, #Memes",3487,228,244,27,3,22,Saturday,negative,mpruckner8s,41327
318,Facebook,video,2023-09-06 21:30,Best day ever! 🎉,"#Friends, #Events",5000,366,660,16,2,21,Wednesday,positive,jrubega8t,29149
319,Instagram,video,2023-01-29 21:00,Loving this new vibe! 😍,"#Photography, #InstaDaily, #Fashion",5000,500,433,23,3,21,Sunday,positive,ggritsaev8u,44224
320,Twitter,image,2023-06-07 04:45,Exciting news! 🚀,"#News, #Sports, #Tech",1869,152,49,16,3,4,Wednesday,positive,kaltofts8v,49011
321,Instagram,video,2023-12-01 01:15,Here's a quick update.,"#Foodie, #Fashion, #Fitness",3907,500,415,22,3,1,Friday,neutral,aharkness8w,18164
322,Twitter,video,2023-04-13 12:00,Just another day.,"#Sports, #Memes",3541,47,315,17,2,12,Thursday,neutral,kadao8x,35742
323,Twitter,text,2023-01-15 12:30,Exciting news! 🚀,"#Politics, #News, #Sports",600,204,178,16,3,12,Sunday,positive,rbrough8y,8215
324,Twitter,text,2023-12-12 18:45,Feeling down today.,"#Memes, #Politics",1909,153,27,19,2,18,Tuesday,negative,mdmitriev8z,32811
325,Facebook,video,2023-09-20 12:30,Amazing experience! 🌟,"#Marketing, #Events",1141,500,302,21,2,12,Wednesday,positive,rkobierski90,29160
326,Facebook,text,2023-06-22 18:30,Disappointed but moving on.,"#Community, #Marketing",3477,454,740,27,2,18,Thursday,negative,mverna91,49509
327,Instagram,text,2023-03-07 20:30,What do you think?,"#Travel, #Foodie",1040,430,198,18,2,20,Tuesday,neutral,svargas92,14075
328,Twitter,image,2023-05-08 03:30,Loving this new vibe! 😍,"#Memes, #Sports",735,129,336,23,2,3,Monday,positive,craith93,33155
329,Instagram,carousel,2023-09-30 10:00,Just another day.,"#Photography, #Fitness",896,318,585,17,2,10,Saturday,neutral,scongdon94,11157
330,Facebook,poll,2023-08-26 10:45,Not my best day. 😞,"#Events, #Social",5000,83,796,18,2,10,Saturday,negative,tcamidge95,39064
331,Twitter,carousel,2023-10-29 09:00,Exciting news! 🚀,#News,1026,221,49,16,1,9,Sunday,positive,sbark96,44509
332,Instagram,poll,2023-09-14 12:45,Feeling down today.,"#Photography, #Beauty, #Tech",3500,45,209,19,3,12,Thursday,negative,byu97,39831
333,Instagram,carousel,2023-09-01 16:00,Not my best day. 😞,"#Fitness, #Beauty",1220,56,797,18,2,16,Friday,negative,rriglar98,38257
334,Instagram,image,2023-05-21 00:00,Disappointed but moving on.,#Travel,945,450,106,27,1,0,Sunday,negative,rmacgiffin99,24462
335,Facebook,text,2023-04-22 03:00,Just another day.,#Friends,3282,278,847,17,1,3,Saturday,neutral,ebatchley9a,10980
336,Facebook,text,2023-10-12 00:45,Amazing experience! 🌟,#Social,2675,292,503,21,1,0,Thursday,positive,chrishanok9b,42764
337,Facebook,text,2023-02-12 01:45,Loving this new vibe! 😍,"#Marketing, #Events",3118,79,725,23,2,1,Sunday,positive,kcammiemile9c,27723
338,Twitter,carousel,2023-11-18 23:30,Feeling down today.,#Trending,2110,188,66,19,1,23,Saturday,negative,acharlewood9d,46058
339,Twitter,text,2023-10-21 18:15,"New post, check it out!",#Memes,831,128,11,23,1,18,Saturday,neutral,rdunnet9e,49818
340,Twitter,image,2023-08-30 01:45,Exciting news! 🚀,"#Entertainment, #News",569,67,68,16,2,1,Wednesday,positive,mtitterton9f,42831
341,Facebook,poll,2023-03-21 02:15,"New post, check it out!",#Family,3279,303,158,23,1,2,Tuesday,neutral,lhowland9g,40503
342,Twitter,poll,2023-04-01 14:45,Exciting news! 🚀,"#Tech, #Sports",1987,216,402,16,2,14,Saturday,positive,acottisford9h,33914
343,Facebook,image,2023-04-17 12:30,"New post, check it out!","#Social, #Events",218,119,588,23,2,12,Monday,neutral,lgreystock9i,18513
344,Twitter,poll,2023-11-11 02:30,Best day ever! 🎉,"#Entertainment, #Politics",2742,143,116,16,2,2,Saturday,positive,rkobieriecki9j,14173
345,Facebook,image,2023-09-05 18:45,Amazing experience! 🌟,"#Events, #Social",2667,276,834,21,2,18,Tuesday,positive,lfrenzel9k,13066
346,Instagram,image,2023-09-11 12:15,Best day ever! 🎉,"#Beauty, #Fitness",4327,148,962,16,2,12,Monday,positive,vbrusby9l,6573
347,Twitter,carousel,2023-08-31 18:15,Disappointed but moving on.,"#Politics, #Trending, #Tech",2983,100,209,27,3,18,Thursday,negative,gmaunsell9m,12464
348,Facebook,text,2023-07-01 17:15,Could be better.,"#Marketing, #Social, #Friends",1387,175,242,16,3,17,Saturday,negative,bwarbys9n,11800
349,Instagram,image,2023-08-15 21:15,Exciting news! 🚀,"#InstaDaily, #Foodie",45,311,612,16,2,21,Tuesday,positive,shairyes9o,45995
350,Twitter,video,2023-10-30 11:30,Exciting news! 🚀,"#Trending, #Entertainment",1937,147,494,16,2,11,Monday,positive,kgoldstein9p,1410
351,Twitter,image,2023-01-09 10:15,Could be better.,#Tech,383,81,309,16,1,10,Monday,negative,amott9q,11375
352,Twitter,text,2023-05-04 13:30,Here's a quick update.,#Tech,1843,58,408,22,1,13,Thursday,neutral,omcquie9r,46178
353,Twitter,carousel,2023-10-31 17:30,Best day ever! 🎉,"#Sports, #Memes",142,63,224,16,2,17,Tuesday,positive,craun9s,47615
354,Instagram,poll,2023-02-14 19:00,Could be better.,"#Travel, #Foodie, #Photography",4501,390,40,16,3,19,Tuesday,negative,grivilis9t,5087
355,Facebook,image,2023-07-22 10:30,Disappointed but moving on.,"#Marketing, #Social, #Friends",3110,453,382,27,3,10,Saturday,negative,cricioppo9u,36208
356,Instagram,text,2023-05-06 09:45,Loving this new vibe! 😍,"#Fashion, #Beauty, #Tech",3354,367,261,23,3,9,Saturday,positive,lferens9v,20380
357,Instagram,carousel,2023-01-09 03:00,"New post, check it out!","#Tech, #Beauty, #Photography",3840,450,397,23,3,3,Monday,neutral,gjaggers9w,49238
358,Facebook,poll,2023-02-26 15:30,Feeling down today.,"#Social, #Marketing",117,410,600,19,2,15,Sunday,negative,slaskey9x,17712
359,Instagram,carousel,2023-03-26 01:30,Not my best day. 😞,#Fashion,2043,393,591,18,1,1,Sunday,negative,gdedam9y,15276
360,Facebook,carousel,2023-04-22 03:15,Disappointed but moving on.,"#Community, #Friends",147,500,294,27,2,3,Saturday,negative,ispargo9z,29850
361,Facebook,image,2023-04-12 13:00,Disappointed but moving on.,"#Social, #Friends, #Marketing",2250,483,636,27,3,13,Wednesday,negative,sswafforda0,21457
362,Instagram,video,2023-01-26 20:45,Not my best day. 😞,"#Fitness, #Photography, #Foodie",2571,225,884,18,3,20,Thursday,negative,djacsona1,40236
363,Facebook,video,2023-08-04 15:45,Amazing experience! 🌟,#Events,1528,379,513,21,1,15,Friday,positive,jmoulta2,23905
364,Twitter,poll,2023-08-23 00:00,Amazing experience! 🌟,"#Entertainment, #Tech, #Memes",409,63,409,21,3,0,Wednesday,positive,mguilloua3,25563
365,Twitter,poll,2023-12-31 09:45,Not my best day. 😞,"#Entertainment, #Trending, #News",1273,230,267,18,3,9,Sunday,negative,jclemenceaua4,44469
366,Instagram,video,2023-04-19 08:45,"New post, check it out!",#Foodie,1296,500,588,23,1,8,Wednesday,neutral,ccastillona5,23656
367,Twitter,poll,2023-02-20 21:15,What do you think?,#Sports,1252,32,216,18,1,21,Monday,neutral,xbradmana6,22160
368,Instagram,poll,2023-05-06 10:15,Not my best day. 😞,"#Tech, #Travel",3874,500,489,18,2,10,Saturday,negative,gbergstranda7,39857
369,Instagram,image,2023-10-03 05:15,Just another day.,#InstaDaily,3454,406,497,17,1,5,Tuesday,neutral,gmcvanamya8,9362
370,Facebook,image,2023-07-29 23:45,Disappointed but moving on.,#Friends,2470,323,251,27,1,23,Saturday,negative,fshevella9,36677
371,Twitter,video,2023-06-16 15:45,Exciting news! 🚀,#Politics,752,209,250,16,1,15,Friday,positive,soutridgeaa,32217
372,Facebook,poll,2023-11-25 23:30,Feeling down today.,#Family,2874,500,647,19,1,23,Saturday,negative,bblasettiab,41563
373,Facebook,carousel,2023-07-03 03:15,What do you think?,#Events,1471,263,489,18,1,3,Monday,neutral,bcattoac,29572
374,Facebook,video,2023-10-22 07:30,Amazing experience! 🌟,"#Family, #Friends",2410,439,527,21,2,7,Sunday,positive,jpinksad,46432
375,Instagram,poll,2023-11-14 09:45,Exciting news! 🚀,#Tech,1485,47,632,16,1,9,Tuesday,positive,hlewensae,17521
376,Twitter,carousel,2023-11-03 08:00,Disappointed but moving on.,"#Politics, #News, #Tech",666,223,452,27,3,8,Friday,negative,gcontiaf,35832
377,Instagram,carousel,2023-01-03 05:30,Best day ever! 🎉,#Travel,109,288,510,16,1,5,Tuesday,positive,krudgardag,35334
378,Twitter,text,2023-06-25 03:30,Loving this new vibe! 😍,"#Tech, #Memes",691,90,93,23,2,3,Sunday,positive,ltinanah,15796
379,Twitter,image,2023-10-18 05:30,Best day ever! 🎉,#Memes,1532,51,224,16,1,5,Wednesday,positive,fblecklyai,27824
380,Twitter,image,2023-03-08 08:30,Amazing experience! 🌟,"#Tech, #Sports",2564,112,30,21,2,8,Wednesday,positive,battewillaj,6937
381,Facebook,carousel,2023-01-13 17:30,Just another day.,"#Events, #Family, #Friends",1214,65,696,17,3,17,Friday,neutral,wstopherak,33525
382,Facebook,image,2023-01-22 08:00,Not my best day. 😞,"#Friends, #Events",4513,438,799,18,2,8,Sunday,negative,cgodsonal,46388
383,Instagram,text,2023-10-26 01:00,Disappointed but moving on.,"#Travel, #Photography",2613,77,441,27,2,1,Thursday,negative,rgallahueam,18185
